FECHA_RESULTADO,AG,PCR,PR
2022-01-27,1327,394,0
2022-01-28,1185,393,0
2022-01-29,1059,331,0
2022-01-30,282,184,0
2022-01-31,1117,122,0
2022-02-01,903,309,0
2022-02-02,918,462,0
2022-02-03,742,221,0
2022-02-04,731,208,0
2022-02-05,568,119,0
2022-02-06,154,110,0
2022-02-07,690,144,0
2022-02-08,445,258,0
2022-02-09,420,191,0
2022-02-10,372,159,0
2022-02-11,312,159,0
2022-02-12,274,54,0
2022-02-13,69,60,0
2022-02-14,297,70,0
2022-02-15,211,108,0
2022-02-16,198,111,0
2022-02-17,184,88,0
2022-02-18,141,107,0
2022-02-19,114,29,0
2022-02-20,41,18,0
2022-02-21,150,68,0
2022-02-22,109,23,0
2022-02-23,79,63,0
2022-02-24,90,36,0
2022-02-25,74,33,0
2022-02-26,65,17,0
2022-02-27,10,34,0
2022-02-28,49,33,0
2022-03-01,55,60,0
2022-03-02,28,41,0
2022-03-03,30,35,0
2022-03-04,23,26,0
2022-03-05,35,23,0
2022-03-06,10,25,0
2022-03-07,35,13,0
2022-03-08,21,26,0
2022-03-09,24,42,0
2022-03-10,21,13,0
2022-03-11,17,10,0
2022-03-12,24,26,0
2022-03-13,11,21,0
2022-03-14,23,13,0
2022-03-15,19,18,0
2022-03-16,17,16,0
2022-03-17,10,19,0
2022-03-18,11,5,0
2022-03-19,6,16,0
2022-03-20,5,9,0
2022-03-21,20,1,0
2022-03-22,8,17,0
2022-03-23,13,21,0
2022-03-24,11,10,0
2022-03-25,7,14,0
2022-03-26,11,15,0
2022-03-27,4,0,0
2022-03-28,12,9,0
2022-03-29,10,14,0
2022-03-30,5,14,0
2022-03-31,8,6,0
2022-04-01,7,12,0
2022-04-02,5,17,0
2022-04-03,4,1,0
2022-04-04,4,8,0
2022-04-05,3,13,0
2022-04-06,6,7,0
2022-04-07,6,13,0
2022-04-08,3,6,0
2022-04-09,3,20,0
2022-04-11,4,6,0
2022-04-12,4,7,0
2022-04-13,4,3,0
2022-04-14,3,10,0
2022-04-15,1,0,0
2022-04-16,4,4,0
2022-04-17,2,0,0
2022-04-18,3,8,0
2022-04-19,5,9,0
2022-04-20,1,10,0
2022-04-21,2,8,0
2022-04-22,5,11,0
2022-04-23,2,19,0
2022-04-24,0,3,0
2022-04-25,3,9,0
2022-04-26,0,4,0
2022-04-27,7,7,0
2022-04-28,4,8,0
2022-04-29,5,1,0
2022-04-30,0,5,0
2022-05-01,1,1,0
2022-05-02,5,5,0
2022-05-03,5,2,0
2022-05-04,3,2,0
2022-05-05,3,8,0
2022-05-06,3,3,0
2022-05-07,0,5,0
2022-05-08,1,0,0
2022-05-09,3,3,0
2022-05-10,2,5,0
2022-05-11,5,7,0
2022-05-12,1,1,0
2022-05-13,7,10,0
2022-05-14,4,0,0
2022-05-15,4,6,0
2022-05-16,9,2,0
2022-05-17,7,13,0
2022-05-18,9,10,0
2022-05-19,7,6,0
2022-05-20,9,1,0
2022-05-21,5,4,0
2022-05-22,1,0,0
2022-05-23,15,3,0
2022-05-24,5,5,0
2022-05-25,11,8,0
2022-05-26,8,8,0
2022-05-27,17,8,0
2022-05-28,11,9,0
2022-05-29,4,0,0
2022-05-30,24,10,0
2022-05-31,11,4,0
2022-06-01,23,12,0
2022-06-02,10,4,0
2022-06-03,23,8,0
2022-06-04,20,1,0
2022-06-05,7,2,0
2022-06-06,25,7,0
2022-06-07,29,7,0
2022-06-08,28,6,0
2022-06-09,30,11,0
2022-06-10,41,19,0
2022-06-11,42,5,0
2022-06-12,14,0,0
2022-06-13,46,10,0
2022-06-14,24,18,0
2022-06-15,83,22,0
2022-06-16,52,14,0
2022-06-17,74,11,0
2022-06-18,69,15,0
2022-06-19,42,1,0
2022-06-20,128,26,0
2022-06-21,124,39,0
2022-06-22,147,32,0
2022-06-23,160,25,0
2022-06-24,173,40,0
2022-06-25,162,27,0
2022-06-26,47,4,0
2022-06-27,242,39,0
2022-06-28,223,55,0
2022-06-29,125,39,0
2022-06-30,265,65,0
2022-07-01,245,76,0
2022-07-02,186,48,0
2022-07-03,137,16,0
2022-07-04,408,65,0
2022-07-05,264,108,0
2022-07-06,354,99,0
2022-07-07,330,123,0
2022-07-08,392,150,0
2022-07-09,318,190,0
2022-07-10,154,44,0
2022-07-11,755,116,0
2022-07-12,669,119,0
2022-07-13,628,212,0
2022-07-14,625,203,0
2022-07-15,526,234,0
2022-07-16,378,172,0
2022-07-17,211,2,0
2022-07-18,759,137,0
2022-07-19,642,122,0
2022-07-20,585,108,0
2022-07-21,564,116,0
2022-07-22,366,114,0
2022-07-23,348,85,0
2022-07-24,185,20,0
2022-07-25,599,143,0
2022-07-26,393,108,0
2022-07-27,400,66,0
2022-07-28,136,50,0
2022-07-29,180,34,0
2022-07-30,320,35,0
2022-07-31,153,88,0
2022-08-01,456,66,0
2022-08-02,345,76,0
2022-08-03,309,168,0
2022-08-04,260,113,0
2022-08-05,232,75,0
2022-08-06,119,39,0
2022-08-07,93,8,0
2022-08-08,341,64,0
2022-08-09,228,107,0
2022-08-10,256,50,0
2022-08-11,177,45,0
2022-08-12,168,58,0
2022-08-13,143,27,0
2022-08-14,49,31,0
2022-08-15,70,18,0
2022-08-16,218,37,0
2022-08-17,172,33,0
2022-08-18,151,36,0
2022-08-19,135,49,0
2022-08-20,66,21,0
2022-08-21,51,9,0
2022-08-22,147,32,0
2022-08-23,104,19,0
2022-08-24,89,22,0
2022-08-25,79,13,0
2022-08-26,53,11,0
2022-08-27,51,13,0
2022-08-28,17,1,0
2022-08-29,80,17,0
2022-08-30,20,3,0
2022-08-31,63,7,0
2022-09-01,58,14,0
2022-09-02,25,17,0
2022-09-03,20,14,0
2022-09-04,13,7,0
2022-09-05,24,12,0
2022-09-06,42,9,0
2022-09-07,42,14,0
2022-09-08,37,10,0
2022-09-09,31,7,0
2022-09-10,16,4,0
2022-09-11,10,0,0
2022-09-12,26,10,0
2022-09-13,25,4,0
2022-09-14,27,6,0
2022-09-15,19,4,0
2022-09-16,17,3,0
2022-09-17,9,3,0
2022-09-18,2,2,0
2022-09-19,14,4,0
2022-09-20,22,2,0
2022-09-21,12,1,0
2022-09-22,13,3,0
2022-09-23,5,5,0
2022-09-24,4,4,0
2022-09-25,5,2,0
2022-09-26,9,2,0
2022-09-27,10,3,0
2022-09-28,16,6,0
2022-09-29,6,2,0
2022-09-30,5,5,0
2022-10-01,10,0,0
2022-10-02,3,1,0
2022-10-03,8,8,0
2022-10-04,8,1,0
2022-10-05,7,0,0
2022-10-06,6,1,0
2022-10-07,4,2,0
2022-10-08,10,1,0
2022-10-09,1,0,0
2022-10-10,7,1,0
2022-10-11,4,1,0
2022-10-12,5,2,0
2022-10-13,5,4,0
2022-10-14,6,2,0
2022-10-15,4,3,0
2022-10-16,1,0,0
2022-10-17,3,3,0
2022-10-18,8,1,0
2022-10-19,6,1,0
2022-10-20,5,1,0
2022-10-21,2,0,0
2022-10-23,4,0,0
2022-10-24,3,2,0
2022-10-25,6,1,0
2022-10-26,6,3,0
2022-10-27,6,3,0
2022-10-28,7,4,0
2022-10-29,3,0,0
2022-10-30,2,0,0
2022-10-31,4,2,0
2022-11-01,2,3,0
2022-11-02,12,3,0
2022-11-03,11,5,0
2022-11-04,24,1,0
2022-11-05,15,2,0
2022-11-06,3,0,0
2022-11-07,26,0,0
2022-11-08,23,1,0
2022-11-09,20,2,0
2022-11-10,21,6,0
2022-11-11,29,1,0
2022-11-12,25,2,0
2022-11-13,13,0,0
2022-11-14,30,4,0
2022-11-15,54,5,0
2022-11-16,47,6,0
2022-11-17,58,8,0
2022-11-18,52,1,0
2022-11-19,47,3,0
2022-11-20,16,1,0
2022-11-21,90,5,0
2022-11-22,102,8,0
2022-11-23,87,6,0
2022-11-24,90,20,0
2022-11-25,96,6,0
2022-11-26,25,2,0
2022-11-27,49,4,0
2022-11-28,166,11,0
2022-11-29,153,9,0
2022-11-30,177,21,0
2022-12-01,210,13,0
2022-12-02,188,35,0
2022-12-03,186,5,0
2022-12-04,82,5,0
2022-12-05,323,15,0
2022-12-06,302,17,0
2022-12-07,215,19,0
2022-12-08,141,6,0
2022-12-09,166,5,0
2022-12-10,231,8,0
2022-12-11,145,5,0
2022-12-12,405,13,0
2022-12-13,265,17,0
2022-12-14,289,20,0
2022-12-15,217,17,0
2022-12-16,233,32,0
2022-12-17,156,2,0
2022-12-18,79,1,0
2022-12-19,281,14,0
2022-12-20,221,22,0
2022-12-21,214,16,0
2022-12-22,159,15,0
2022-12-23,157,26,0
2022-12-24,132,8,0
2022-12-25,66,0,0
2022-12-26,251,7,0
2022-12-27,206,12,0
2022-12-28,201,19,0
2022-12-29,188,19,0
2022-12-30,122,14,0
2022-12-31,89,0,0
2023-01-01,29,4,0
2023-01-02,152,2,0
2023-01-03,112,11,0
2023-01-04,98,12,0
2023-01-05,120,9,0
2023-01-06,71,4,0
2023-01-07,21,8,0
