fecha_prueba,Negativo,Positivo,IgM e IgG Positivo
2020-08-15,1,5,0
2020-08-16,0,2,0
2020-08-17,0,4,0
2020-08-18,302,5,0
2020-08-19,137,2,0
2020-08-20,5,3,0
2020-08-21,0,1,0
2020-08-22,1,1,0
2020-08-23,1,3,0
2020-08-24,1,2,0
2020-08-25,2,5,0
2020-08-26,0,2,0
2020-08-27,1,8,0
2020-08-28,4,5,0
2020-08-29,1,1,0
2020-08-30,0,2,0
2020-08-31,1,5,0
2020-09-01,0,2,0
2020-09-02,3,7,0
2020-09-03,6,3,0
2020-09-04,0,1,0
2020-09-05,0,4,0
2020-09-07,2,3,0
2020-09-08,0,1,0
2020-09-09,6,3,0
2020-09-10,5,2,0
2020-09-11,3,2,0
2020-09-12,108,1,0
2020-09-13,1,1,0
2020-09-14,3,4,0
2020-09-15,1,1,0
2020-09-16,1,3,0
2020-09-17,10,4,0
2020-09-18,12,0,0
2020-09-19,2,2,0
2020-09-20,2,1,0
2020-09-21,31,4,0
2020-09-22,6,1,0
2020-09-23,6,2,0
2020-09-24,7,2,0
2020-09-25,18,23,0
2020-09-26,5,0,0
2020-09-27,3,4,0
2020-09-28,22,13,0
2020-09-29,5,4,0
2020-09-30,21,4,0
2020-10-01,10,16,0
2020-10-02,9,1,0
2020-10-03,3,3,0
2020-10-04,2,0,0
2020-10-05,8,1,0
2020-10-06,4,2,0
2020-10-07,11,2,0
2020-10-08,14,1,0
2020-10-09,11,2,0
2020-10-10,18,1,0
2020-10-11,1,1,0
2020-10-12,135,8,0
2020-10-13,7,2,0
2020-10-14,19,2,0
2020-10-15,61,3,0
2020-10-16,11,3,0
2020-10-17,6,0,0
2020-10-18,0,1,0
2020-10-19,8,3,0
2020-10-20,32,4,0
2020-10-21,11,5,0
2020-10-22,15,2,0
2020-10-23,18,4,0
2020-10-24,8,0,0
2020-10-25,4,2,0
2020-10-26,39,3,0
2020-10-27,146,2,0
2020-10-28,120,8,0
2020-10-29,39,7,0
2020-10-30,53,0,0
2020-10-31,42,0,0
2020-11-01,5,0,0
2020-11-02,100,4,0
2020-11-03,169,5,0
2020-11-04,107,6,0
2020-11-05,151,4,0
2020-11-06,95,1,0
2020-11-07,87,5,0
2020-11-08,14,5,0
2020-11-09,268,34,0
2020-11-10,226,1,0
2020-11-11,223,8,0
2020-11-12,349,28,0
2020-11-13,205,7,0
2020-11-14,55,3,0
2020-11-15,28,1,0
2020-11-16,96,6,0
2020-11-17,86,5,0
2020-11-18,121,6,0
2020-11-19,147,3,0
2020-11-20,168,14,0
2020-11-21,107,8,0
2020-11-22,44,8,0
2020-11-23,280,12,0
2020-11-24,234,3,0
2020-11-25,272,9,0
2020-11-26,193,5,0
2020-11-27,312,30,0
2020-11-28,167,19,0
2020-11-29,83,1,0
2020-11-30,214,15,0
2020-12-01,344,29,0
2020-12-02,321,21,0
2020-12-03,293,23,0
2020-12-04,255,22,0
2020-12-05,702,23,0
2020-12-06,25,19,0
2020-12-07,738,37,0
2020-12-08,122,11,0
2020-12-09,428,37,0
2020-12-10,806,45,0
2020-12-11,1216,71,0
2020-12-12,560,63,0
2020-12-13,230,11,0
2020-12-14,1234,78,0
2020-12-15,713,56,0
2020-12-16,670,38,0
2020-12-17,1023,52,0
2020-12-18,876,73,0
2020-12-19,1473,113,0
2020-12-20,281,52,0
2020-12-21,1307,132,0
2020-12-22,1343,153,0
2020-12-23,1539,176,0
2020-12-24,522,68,0
2020-12-25,66,10,0
2020-12-26,1509,169,0
2020-12-27,153,29,0
2020-12-28,2120,267,0
2020-12-29,1573,270,0
2020-12-30,2373,297,0
2020-12-31,1251,161,0
2021-01-01,639,85,0
2021-01-02,2926,407,0
2021-01-03,1148,120,0
2021-01-04,5018,575,0
2021-01-05,4993,582,0
2021-01-06,5530,651,0
2021-01-07,6770,697,0
2021-01-08,6186,783,0
2021-01-09,4880,725,0
2021-01-10,1700,227,0
2021-01-11,7498,1242,0
2021-01-12,7288,1066,0
2021-01-13,7958,1180,0
2021-01-14,7346,1226,0
2021-01-15,7234,1256,0
2021-01-16,6809,1342,0
2021-01-17,2329,397,0
2021-01-18,10242,1998,0
2021-01-19,11210,1887,0
2021-01-20,12545,1971,0
2021-01-21,13061,2124,0
2021-01-22,12264,2223,0
2021-01-23,9411,2057,0
2021-01-24,3012,678,0
2021-01-25,15524,3115,0
2021-01-26,16975,2919,5
2021-01-27,17691,2970,25
2021-01-28,16848,2900,0
2021-01-29,20022,3133,0
2021-01-30,17626,2788,2
2021-01-31,4141,860,0
2021-02-01,20998,4387,0
2021-02-02,20755,3976,0
2021-02-03,22615,4363,0
2021-02-04,22149,4327,0
2021-02-05,22402,4417,6
2021-02-06,17881,3712,0
2021-02-07,4935,1369,0
2021-02-08,23545,5607,25
2021-02-09,24358,5178,14
2021-02-10,27983,5189,9
2021-02-11,24081,5033,42
2021-02-12,25175,4741,21
2021-02-13,21277,4367,0
2021-02-14,5498,1010,0
2021-02-15,27674,5929,21
2021-02-16,26617,5161,43
2021-02-17,29173,4949,27
2021-02-18,25810,4738,22
2021-02-19,26356,4459,34
2021-02-20,20886,4188,0
2021-02-21,5422,1247,0
2021-02-22,29334,5794,32
2021-02-23,27100,4916,23
2021-02-24,29188,4941,16
2021-02-25,27141,4597,4
2021-02-26,29061,4683,27
2021-02-27,24886,4279,0
2021-02-28,6112,1262,0
2021-03-01,37915,6424,40
2021-03-02,34712,5522,13
2021-03-03,34841,5464,6
2021-03-04,32302,5307,26
2021-03-05,33045,5403,20
2021-03-06,25677,4918,0
2021-03-07,5973,1299,0
2021-03-08,34593,6932,16
2021-03-09,34199,6079,6
2021-03-10,34521,6143,21
2021-03-11,33943,5892,11
2021-03-12,33870,5903,32
2021-03-13,28557,5459,0
2021-03-14,6553,1549,1
2021-03-15,33055,8207,9
2021-03-16,30111,6643,5
2021-03-17,27550,6538,13
2021-03-18,26106,6224,2
2021-03-19,28001,6774,6
2021-03-20,28916,6453,0
2021-03-21,7711,1859,0
2021-03-22,34603,8885,2
2021-03-23,32364,7827,18
2021-03-24,32984,7380,19
2021-03-25,30897,7504,2
2021-03-26,33447,7560,21
2021-03-27,26930,6470,0
2021-03-28,7358,1943,0
2021-03-29,39068,9700,15
2021-03-30,39720,8124,13
2021-03-31,40748,8427,13
2021-04-01,11941,4180,0
2021-04-02,10451,3652,0
2021-04-03,21373,7824,0
2021-04-04,8461,2751,0
2021-04-05,47524,12216,2
2021-04-06,42492,9779,36
2021-04-07,41498,8816,15
2021-04-08,38988,8713,6
2021-04-09,39088,8533,20
2021-04-10,30557,7274,0
2021-04-11,6597,1815,0
2021-04-12,40538,9707,5
2021-04-13,39178,8233,4
2021-04-14,39554,7976,3
2021-04-15,38853,7549,9
2021-04-16,38588,7594,10
2021-04-17,31615,7044,0
2021-04-18,8891,2190,0
2021-04-19,43106,9573,5
2021-04-20,40254,7677,11
2021-04-21,39638,7449,8
2021-04-22,37175,7169,4
2021-04-23,38501,7043,12
2021-04-24,29722,6248,0
2021-04-25,7485,1660,0
2021-04-26,43181,8512,3
2021-04-27,37807,6725,10
2021-04-28,36048,6178,7
2021-04-29,36087,5793,11
2021-04-30,38604,5619,2
2021-05-01,14254,2719,0
2021-05-02,9114,1526,0
2021-05-03,42068,7689,4
2021-05-04,36099,5567,0
2021-05-05,37244,5473,10
2021-05-06,33938,5017,7
2021-05-07,34331,4772,9
2021-05-08,25964,4107,0
2021-05-09,6233,1001,0
2021-05-10,37329,6467,12
2021-05-11,34791,4932,3
2021-05-12,33818,4728,4
2021-05-13,32339,4594,0
2021-05-14,33234,4523,8
2021-05-15,29209,3864,0
2021-05-16,9560,1364,0
2021-05-17,38608,5703,5
2021-05-18,34670,4535,1
2021-05-19,34034,4258,5
2021-05-20,32198,4100,3
2021-05-21,31166,3990,2
2021-05-22,24292,3452,0
2021-05-23,8203,1149,0
2021-05-24,34979,4745,3
2021-05-25,32210,3863,0
2021-05-26,32069,3562,1
2021-05-27,32361,3541,1
2021-05-28,30959,3427,1
2021-05-29,24650,3072,0
2021-05-30,9502,1013,0
2021-05-31,35180,4442,3
2021-06-01,31504,3663,92
2021-06-02,32598,3642,182
2021-06-03,30072,3193,146
2021-06-04,30148,3233,119
2021-06-05,22888,2733,96
2021-06-06,6430,713,18
2021-06-07,30360,3857,203
2021-06-08,32856,3096,131
2021-06-09,32318,2960,83
2021-06-10,31581,2919,119
2021-06-11,31253,2876,216
2021-06-12,24457,2398,515
2021-06-13,8036,894,16
2021-06-14,34336,3560,355
2021-06-15,32211,2918,130
2021-06-16,31882,2724,180
2021-06-17,31240,2703,196
2021-06-18,34121,2534,643
2021-06-19,25284,2048,528
2021-06-20,8216,622,148
2021-06-21,37258,3258,698
2021-06-22,35229,2762,587
2021-06-23,34727,2376,602
2021-06-24,33166,2179,571
2021-06-25,32990,2248,752
2021-06-26,26737,1954,447
2021-06-27,9201,665,164
2021-06-28,37269,2917,609
2021-06-29,17647,1207,252
2021-06-30,39831,2340,564
2021-07-01,35533,2111,464
2021-07-02,32948,1917,440
2021-07-03,26215,1707,344
2021-07-04,10098,642,117
2021-07-05,39177,2349,490
2021-07-06,36122,1887,462
2021-07-07,36260,1876,440
2021-07-08,34674,1727,381
2021-07-09,31671,1664,360
2021-07-10,26058,1521,356
2021-07-11,9375,559,98
2021-07-12,38346,2056,526
2021-07-13,34036,1667,389
2021-07-14,36622,1608,362
2021-07-15,35559,1501,366
2021-07-16,32897,1567,403
2021-07-17,24130,1248,250
2021-07-18,10190,409,113
2021-07-19,38225,1661,383
2021-07-20,35445,1443,366
2021-07-21,33617,1336,362
2021-07-22,34592,1220,316
2021-07-23,33030,1186,319
2021-07-24,26856,1091,251
2021-07-25,9874,380,96
2021-07-26,35354,1478,366
2021-07-27,32938,1056,264
2021-07-28,12977,527,119
2021-07-29,13635,534,150
2021-07-30,29206,1268,276
2021-07-31,24362,990,239
2021-08-01,10062,390,121
2021-08-02,40224,1481,389
2021-08-03,37633,1232,308
2021-08-04,35603,1137,301
2021-08-05,34413,1212,308
2021-08-06,32767,1200,301
2021-08-07,25829,947,304
2021-08-08,9040,380,102
2021-08-09,37329,1360,374
2021-08-10,36378,1168,333
2021-08-11,30707,1116,158
2021-08-12,28663,1122,69
2021-08-13,31307,1060,195
2021-08-14,25068,907,197
2021-08-15,10124,372,92
2021-08-16,36802,1342,246
2021-08-17,35254,1071,188
2021-08-18,33956,1040,226
2021-08-19,32171,1004,260
2021-08-20,33145,951,257
2021-08-21,25378,745,265
2021-08-22,10645,335,87
2021-08-23,40234,1147,334
2021-08-24,36207,949,226
2021-08-25,34730,884,240
2021-08-26,33880,848,206
2021-08-27,31868,834,208
2021-08-28,26038,768,179
2021-08-29,10607,271,70
2021-08-30,17390,455,115
2021-08-31,40812,995,245
2021-09-01,33697,853,201
2021-09-02,32019,885,171
2021-09-03,31372,886,211
2021-09-04,24819,751,192
2021-09-05,8980,301,72
2021-09-06,36380,1027,321
2021-09-07,35166,894,259
2021-09-08,33933,808,265
2021-09-09,32475,855,264
2021-09-10,32162,826,252
2021-09-11,25284,661,251
2021-09-12,11184,306,86
2021-09-13,36394,1066,292
2021-09-14,35977,894,255
2021-09-15,35836,814,284
2021-09-16,32858,757,273
2021-09-17,31374,787,266
2021-09-18,24118,645,191
2021-09-19,9246,299,87
2021-09-20,35814,995,312
2021-09-21,34754,864,273
2021-09-22,31666,783,278
2021-09-23,32498,831,209
2021-09-24,28908,841,260
2021-09-25,23100,723,205
2021-09-26,9564,293,97
2021-09-27,35505,1017,329
2021-09-28,32919,888,233
2021-09-29,33169,784,289
2021-09-30,33970,806,299
2021-10-01,33154,784,259
2021-10-02,25318,702,192
2021-10-03,10593,248,81
2021-10-04,35929,963,313
2021-10-05,34560,812,265
2021-10-06,32531,825,254
2021-10-07,33310,850,267
2021-10-08,13730,404,105
2021-10-09,23243,729,164
2021-10-10,9807,256,62
2021-10-11,32199,1003,243
2021-10-12,35043,1008,115
2021-10-13,33301,823,146
2021-10-14,31355,752,135
2021-10-15,30357,786,169
2021-10-16,24703,700,234
2021-10-17,11008,235,77
2021-10-18,35294,973,308
2021-10-19,33851,770,249
2021-10-20,33068,817,256
2021-10-21,32838,847,261
2021-10-22,30067,755,255
2021-10-23,24412,638,268
2021-10-24,11222,276,91
2021-10-25,34620,952,368
2021-10-26,33212,781,346
2021-10-27,32139,803,293
2021-10-28,32268,794,273
2021-10-29,31399,735,252
2021-10-30,23688,633,264
2021-10-31,8433,255,81
2021-11-01,13049,398,103
2021-11-02,37320,959,289
2021-11-03,34888,1007,286
2021-11-04,33805,936,284
2021-11-05,33948,943,292
2021-11-06,26854,831,274
2021-11-07,11856,364,107
2021-11-08,35674,1268,357
2021-11-09,34207,1050,273
2021-11-10,34127,1013,298
2021-11-11,35078,999,356
2021-11-12,34086,980,336
2021-11-13,24898,861,283
2021-11-14,10922,370,141
2021-11-15,38173,1356,466
2021-11-16,35368,1066,309
2021-11-17,34078,1093,371
2021-11-18,33644,1005,357
2021-11-19,31305,1015,289
2021-11-20,24831,829,266
2021-11-21,12272,357,127
2021-11-22,37974,1296,415
2021-11-23,33679,1049,166
2021-11-24,32226,992,192
2021-11-25,30353,1013,23
2021-11-26,28820,1061,16
2021-11-27,22193,884,14
2021-11-28,9845,373,16
2021-11-29,32303,1335,26
2021-11-30,33229,1112,19
2021-12-01,32573,1028,12
2021-12-02,31079,1029,10
2021-12-03,29834,1104,20
2021-12-04,21657,903,9
2021-12-05,10257,319,7
2021-12-06,35080,1250,8
2021-12-07,34943,1198,17
2021-12-08,15475,540,9
2021-12-09,34668,1194,14
2021-12-10,31689,1080,14
2021-12-11,23258,958,14
2021-12-12,10519,366,4
2021-12-13,34010,1387,20
2021-12-14,31696,1159,11
2021-12-15,34206,1155,197
2021-12-16,32720,1161,57
2021-12-17,29034,1155,17
2021-12-18,22558,1044,5
2021-12-19,10176,442,5
2021-12-20,32344,1537,14
2021-12-21,31662,1537,8
2021-12-22,31466,1623,11
2021-12-23,32005,1660,9
2021-12-24,19293,1402,14
2021-12-25,7848,534,3
2021-12-26,15014,907,306
2021-12-27,42452,3351,698
2021-12-28,41825,3356,810
2021-12-29,41026,3566,694
2021-12-30,41800,3943,829
2021-12-31,35048,3480,92
2022-01-01,12474,1152,375
2022-01-02,16295,1956,440
2022-01-03,56206,10563,1715
2022-01-04,65631,13752,2900
2022-01-05,72844,17829,3512
2022-01-06,80094,20403,3914
2022-01-07,82919,22939,4197
2022-01-08,67741,22448,4024
2022-01-09,26250,8782,2547
2022-01-10,91929,38002,6023
2022-01-11,88133,39758,4276
2022-01-12,90554,45370,7693
2022-01-13,90041,47627,8043
2022-01-14,89856,49340,8636
2022-01-15,75154,43538,8045
2022-01-16,26675,15360,4306
2022-01-17,90675,58159,10252
2022-01-18,84825,53275,10317
2022-01-19,83746,53072,10409
2022-01-20,79977,49362,9799
2022-01-21,76679,45296,9452
2022-01-22,61134,35920,7694
2022-01-23,25694,13854,3306
2022-01-24,77244,43409,8568
2022-01-25,68481,35067,6959
2022-01-26,58494,30678,89
2022-01-27,60361,27276,6058
2022-01-28,55968,23445,4247
2022-01-29,47420,18307,4019
2022-01-30,19821,6736,1693
2022-01-31,63269,20616,5023
2022-02-01,55966,15577,4299
2022-02-02,52981,13730,3931
2022-02-03,50480,12189,3590
2022-02-04,46819,10507,3041
2022-02-05,38447,8126,2260
2022-02-06,16277,3166,771
2022-02-07,52204,9219,2734
2022-02-08,47805,6952,1814
2022-02-09,47267,6159,1711
2022-02-10,44698,5445,1483
2022-02-11,42479,4712,1285
2022-02-12,33655,3558,1046
2022-02-13,15936,1508,400
2022-02-14,42984,3924,1149
2022-02-15,43265,3194,856
2022-02-16,43475,3120,869
2022-02-17,39184,2455,788
2022-02-18,38025,2521,579
2022-02-19,30003,1963,507
2022-02-20,15951,914,192
2022-02-21,43240,2095,609
2022-02-22,41379,1687,485
2022-02-23,38129,1548,173
2022-02-24,39862,1451,380
2022-02-25,36143,1226,346
2022-02-26,28979,951,239
2022-02-27,12813,456,97
2022-02-28,40629,1058,336
2022-03-01,36670,730,245
2022-03-02,33880,754,229
2022-03-03,34411,661,218
2022-03-04,31111,642,150
2022-03-05,24621,594,215
2022-03-06,11756,253,64
2022-03-07,35438,707,132
2022-03-08,32716,629,91
2022-03-09,34196,561,133
2022-03-10,31536,597,113
2022-03-11,34447,606,123
2022-03-12,26090,433,99
2022-03-13,12074,240,39
2022-03-14,36045,575,134
2022-03-15,36775,513,151
2022-03-16,36665,489,115
2022-03-17,33257,510,129
2022-03-18,28572,434,2
2022-03-19,21765,418,1
2022-03-20,12908,167,30
2022-03-21,36862,461,127
2022-03-22,36005,423,89
2022-03-23,38306,432,100
2022-03-24,33443,356,87
2022-03-25,30250,411,67
2022-03-26,22918,294,1
2022-03-27,13960,116,20
2022-03-28,37384,439,76
2022-03-29,32756,348,65
2022-03-30,32785,366,56
2022-03-31,31271,463,49
2022-04-01,28959,391,43
2022-04-02,22490,235,71
2022-04-03,12021,94,16
2022-04-04,31679,360,69
2022-04-05,21186,265,34
2022-04-06,33949,454,38
2022-04-07,30896,327,46
2022-04-08,28434,340,42
2022-04-09,22562,190,23
2022-04-10,11434,87,15
2022-04-11,33261,349,46
2022-04-12,31045,261,39
2022-04-13,31544,272,30
2022-04-14,12320,113,19
2022-04-15,12200,112,20
2022-04-16,19286,163,30
2022-04-17,10904,120,16
2022-04-18,34335,350,70
2022-04-19,31374,262,106
2022-04-20,31067,283,43
2022-04-21,27620,259,30
2022-04-22,28515,269,40
2022-04-23,21000,188,30
2022-04-24,10074,73,20
2022-04-25,28679,259,37
2022-04-26,26902,297,35
2022-04-27,28661,246,58
2022-04-28,23903,310,31
2022-04-29,24386,242,36
2022-04-30,17803,169,28
2022-05-01,8687,63,11
2022-05-02,24982,205,39
2022-05-03,26823,212,32
2022-05-04,24551,216,40
2022-05-05,22817,245,45
2022-05-06,21631,205,41
2022-05-07,17218,215,25
2022-05-08,8066,88,13
2022-05-09,26684,329,72
2022-05-10,25052,319,42
2022-05-11,24081,313,41
2022-05-12,22735,285,67
2022-05-13,21728,287,48
2022-05-14,17147,247,40
2022-05-15,8685,108,29
2022-05-16,24432,406,94
2022-05-17,24883,422,68
2022-05-18,24057,369,60
2022-05-19,22788,396,183
2022-05-20,22245,381,71
2022-05-21,16423,315,51
2022-05-22,9408,149,23
2022-05-23,25846,463,112
2022-05-24,24698,452,118
2022-05-25,24768,519,166
2022-05-26,22413,478,91
2022-05-27,22571,480,118
2022-05-28,14982,386,29
2022-05-29,8678,194,28
2022-05-30,25215,609,153
2022-05-31,24076,552,123
2022-06-01,25454,628,138
2022-06-02,22915,637,135
2022-06-03,21714,667,146
2022-06-04,16605,585,108
2022-06-05,7553,204,59
2022-06-06,25023,823,218
2022-06-07,23898,746,150
2022-06-08,24163,854,203
2022-06-09,22656,867,214
2022-06-10,22226,839,236
2022-06-11,16947,694,188
2022-06-12,7846,345,86
2022-06-13,18148,831,206
2022-06-14,22245,1025,278
2022-06-15,22484,1133,388
2022-06-16,22409,1277,298
2022-06-17,22000,1231,419
2022-06-18,16220,1172,342
2022-06-19,7467,512,137
2022-06-20,25150,1768,581
2022-06-21,26371,1802,517
2022-06-22,26291,2038,655
2022-06-23,25453,2142,699
2022-06-24,23169,2068,791
2022-06-25,18840,1728,660
2022-06-26,10357,961,334
2022-06-27,30198,3299,1190
2022-06-28,29991,3232,776
2022-06-29,14196,2024,570
2022-06-30,33213,4188,1356
2022-07-01,33708,3959,1296
2022-07-02,23602,3451,694
2022-07-03,12234,1553,527
2022-07-04,30257,5423,774
2022-07-05,31990,5327,211
2022-07-06,37282,6252,1627
2022-07-07,36564,5936,2068
2022-07-08,37857,6054,2005
2022-07-09,28915,5222,1677
2022-07-10,14225,2511,943
2022-07-11,45242,8830,3276
2022-07-12,43600,8316,2984
2022-07-13,43773,9140,3312
2022-07-14,42683,9072,3342
2022-07-15,42384,8650,2979
2022-07-16,33308,6878,2664
2022-07-17,16064,3343,1202
2022-07-18,48705,12324,3807
2022-07-19,46486,10759,3769
2022-07-20,44493,11454,3307
2022-07-21,44309,11098,3711
2022-07-22,40970,10292,3561
2022-07-23,29595,8142,2955
2022-07-24,13703,3679,1209
2022-07-25,41551,12243,4333
2022-07-26,39030,10168,3693
2022-07-27,35465,10045,3457
2022-07-28,13258,3974,1263
2022-07-29,13750,3873,1290
2022-07-30,23714,8188,2057
2022-07-31,13185,3818,1255
2022-08-01,37252,11211,4118
2022-08-02,33507,9353,2332
2022-08-03,36045,8965,3830
2022-08-04,31720,7976,3366
2022-08-05,32453,7732,2463
2022-08-06,15104,4585,33
2022-08-07,13123,2814,1070
2022-08-08,38818,8725,3641
2022-08-09,34705,6885,3086
2022-08-10,35388,6769,2822
2022-08-11,31519,5960,2509
2022-08-12,30049,5506,2222
2022-08-13,22659,4170,1676
2022-08-14,11133,1667,602
2022-08-15,33322,5862,2298
2022-08-16,33312,4890,2023
2022-08-17,31416,4577,1710
2022-08-18,28438,4035,1471
2022-08-19,27415,3490,1492
2022-08-20,21108,2669,1134
2022-08-21,10258,1102,438
2022-08-22,31036,3958,1712
2022-08-23,29123,3142,1302
2022-08-24,26600,2988,590
2022-08-25,22617,2436,224
2022-08-26,21633,2247,199
2022-08-27,18191,1566,504
2022-08-28,9479,624,159
2022-08-29,21856,1925,621
2022-08-30,12419,811,209
2022-08-31,27922,2116,759
2022-09-01,26045,1769,774
2022-09-02,18571,1538,32
2022-09-03,15400,1231,9
2022-09-04,7507,519,2
2022-09-05,21799,1645,18
2022-09-06,25807,1219,496
2022-09-07,24981,1166,523
2022-09-08,22709,969,377
2022-09-09,21856,862,418
2022-09-10,16792,699,258
2022-09-11,8113,279,100
2022-09-12,24011,947,434
2022-09-13,22885,798,309
2022-09-14,22370,808,292
2022-09-15,20735,667,303
2022-09-16,19478,621,234
2022-09-17,14184,486,169
2022-09-18,8151,201,66
2022-09-19,23410,663,260
2022-09-20,22972,579,202
2022-09-21,19801,483,192
2022-09-22,18540,411,176
2022-09-23,17339,411,125
2022-09-24,11661,268,6
2022-09-25,8368,151,41
2022-09-26,21878,478,177
2022-09-27,21030,421,138
2022-09-28,18793,381,184
2022-09-29,18582,395,140
2022-09-30,17020,437,120
2022-10-01,12242,367,75
2022-10-02,6129,155,30
2022-10-03,18381,324,126
2022-10-04,18847,319,112
2022-10-05,16252,251,96
2022-10-06,16655,205,110
2022-10-07,15317,237,87
2022-10-08,7545,121,26
2022-10-09,8001,89,20
2022-10-10,18343,259,125
2022-10-11,16767,219,81
2022-10-12,15315,227,95
2022-10-13,15024,216,78
2022-10-14,13989,208,59
2022-10-15,8608,182,2
2022-10-16,5652,74,0
2022-10-17,16168,285,111
2022-10-18,14013,239,90
2022-10-19,14793,240,38
2022-10-20,13527,250,32
2022-10-21,14013,211,99
2022-10-22,9794,170,54
2022-10-23,5590,73,19
2022-10-24,15615,283,112
2022-10-25,14888,246,107
2022-10-26,14377,287,102
2022-10-27,13937,287,102
2022-10-28,12099,285,83
2022-10-29,9837,172,64
2022-10-30,5830,88,37
2022-10-31,11156,236,97
2022-11-01,5980,144,26
2022-11-02,14235,429,219
2022-11-03,12681,382,205
2022-11-04,12531,473,210
2022-11-05,9967,386,173
2022-11-06,5549,179,69
2022-11-07,14772,812,371
2022-11-08,14783,752,381
2022-11-09,14508,802,407
2022-11-10,13601,846,438
2022-11-11,13678,1040,546
2022-11-12,10961,842,433
2022-11-13,6400,442,146
2022-11-14,17666,1897,826
2022-11-15,17568,1990,999
2022-11-16,18179,2568,1292
2022-11-17,17870,2784,1400
2022-11-18,19171,3151,1487
2022-11-19,13821,2624,1288
2022-11-20,7294,1386,479
2022-11-21,22101,5486,2310
2022-11-22,21527,5512,2428
2022-11-23,23021,6270,2660
2022-11-24,21532,6597,2885
2022-11-25,20524,6659,2350
2022-11-26,11452,5225,158
2022-11-27,7261,2093,965
2022-11-28,27001,10642,4287
2022-11-29,24869,10578,4321
2022-11-30,26081,10593,4307
2022-12-01,26325,10962,4597
2022-12-02,25461,10859,4555
2022-12-03,19159,8101,4116
2022-12-04,8826,3182,1626
2022-12-05,27965,12421,5615
2022-12-06,25709,10603,5086
2022-12-07,23296,9045,4248
2022-12-08,10786,3565,1960
2022-12-09,11019,3753,1876
2022-12-10,16569,5777,3505
2022-12-11,7966,2496,1397
2022-12-12,24082,8455,4667
2022-12-13,20502,5927,3505
2022-12-14,19014,5704,3274
2022-12-15,17096,4306,2857
2022-12-16,15254,3904,2148
2022-12-17,10867,2864,1127
2022-12-18,6883,1047,771
2022-12-19,19331,4012,2815
2022-12-20,16864,3068,2166
2022-12-21,15102,2820,1864
2022-12-22,13672,2361,1645
2022-12-23,12578,2080,1483
2022-12-24,6757,1287,805
2022-12-25,4332,475,417
2022-12-26,15374,2302,1731
2022-12-27,16380,2111,1498
