FECHA_FALLECIMIENTO,FEMENINO,MASCULINO
2020-11-20,9,14
2020-11-21,12,11
2020-11-22,11,9
2020-11-23,9,12
2020-11-24,12,11
2020-11-25,7,12
2020-11-26,10,7
2020-11-27,9,13
2020-11-28,11,14
2020-11-29,5,7
2020-11-30,12,16
2020-12-01,9,17
2020-12-02,6,10
2020-12-03,7,10
2020-12-04,3,14
2020-12-05,4,6
2020-12-06,7,8
2020-12-07,10,17
2020-12-08,7,9
2020-12-09,13,12
2020-12-10,13,9
2020-12-11,10,14
2020-12-12,7,18
2020-12-13,10,12
2020-12-14,14,9
2020-12-15,4,10
2020-12-16,5,10
2020-12-17,9,18
2020-12-18,13,9
2020-12-19,11,15
2020-12-20,10,15
2020-12-21,9,14
2020-12-22,9,14
2020-12-23,9,10
2020-12-24,9,17
2020-12-25,13,14
2020-12-26,10,14
2020-12-27,12,24
2020-12-28,11,17
2020-12-29,10,16
2020-12-30,13,24
2020-12-31,10,19
2021-01-01,12,19
2021-01-02,17,28
2021-01-03,16,24
2021-01-04,17,30
2021-01-05,15,23
2021-01-06,13,15
2021-01-07,19,26
2021-01-08,13,31
2021-01-09,19,33
2021-01-10,29,37
2021-01-11,15,28
2021-01-12,23,31
2021-01-13,24,49
2021-01-14,23,30
2021-01-15,22,47
2021-01-16,33,50
2021-01-17,28,48
2021-01-18,26,60
2021-01-19,35,62
2021-01-20,34,46
2021-01-21,37,52
2021-01-22,34,65
2021-01-23,46,66
2021-01-24,44,55
2021-01-25,47,99
2021-01-26,35,77
2021-01-27,40,70
2021-01-28,51,87
2021-01-29,40,61
2021-01-30,44,95
2021-01-31,51,96
2021-02-01,47,87
2021-02-02,48,90
2021-02-03,52,68
2021-02-04,65,97
2021-02-05,57,100
2021-02-06,52,90
2021-02-07,43,97
2021-02-08,54,104
2021-02-09,63,126
2021-02-10,54,89
2021-02-11,63,102
2021-02-12,81,118
2021-02-13,64,120
2021-02-14,63,124
2021-02-15,68,119
2021-02-16,68,118
2021-02-17,71,121
2021-02-18,69,117
2021-02-19,62,116
2021-02-20,65,107
2021-02-21,57,118
2021-02-22,70,118
2021-02-23,69,105
2021-02-24,59,114
2021-02-25,66,123
2021-02-26,65,112
2021-02-27,72,124
2021-02-28,80,90
2021-03-01,69,108
2021-03-02,54,140
2021-03-03,61,112
2021-03-04,56,120
2021-03-05,60,105
2021-03-06,65,106
2021-03-07,53,96
2021-03-08,66,122
2021-03-09,72,97
2021-03-10,54,122
2021-03-11,66,101
2021-03-12,56,97
2021-03-13,54,108
2021-03-14,77,113
2021-03-15,70,117
2021-03-16,61,116
2021-03-17,80,95
2021-03-18,71,105
2021-03-19,63,95
2021-03-20,66,104
2021-03-21,68,100
2021-03-22,58,120
2021-03-23,60,117
2021-03-24,68,118
2021-03-25,64,97
2021-03-26,72,116
2021-03-27,74,124
2021-03-28,88,109
2021-03-29,61,107
2021-03-30,63,125
2021-03-31,60,129
2021-04-01,62,130
2021-04-02,66,126
2021-04-03,69,116
2021-04-04,66,113
2021-04-05,73,111
2021-04-06,63,118
2021-04-07,62,110
2021-04-08,52,101
2021-04-09,74,120
2021-04-10,61,113
2021-04-11,63,103
2021-04-12,63,130
2021-04-13,68,107
2021-04-14,49,110
2021-04-15,68,112
2021-04-16,60,119
2021-04-17,65,100
2021-04-18,58,111
2021-04-19,67,118
2021-04-20,61,107
2021-04-21,48,98
2021-04-22,64,103
2021-04-23,64,108
2021-04-24,53,94
2021-04-25,64,99
2021-04-26,55,83
2021-04-27,50,101
2021-04-28,49,111
2021-04-29,46,95
2021-04-30,46,88
2021-05-01,46,85
2021-05-02,56,76
2021-05-03,42,72
2021-05-04,40,75
2021-05-05,49,74
2021-05-06,48,86
2021-05-07,44,59
2021-05-08,41,73
2021-05-09,42,73
2021-05-10,44,60
2021-05-11,45,68
2021-05-12,34,58
2021-05-13,45,59
2021-05-14,29,62
2021-05-15,38,61
2021-05-16,34,53
2021-05-17,32,64
2021-05-18,29,45
2021-05-19,28,44
2021-05-20,22,45
2021-05-21,33,40
2021-05-22,26,54
2021-05-23,29,41
2021-05-24,27,39
2021-05-25,33,54
2021-05-26,31,35
2021-05-27,24,48
2021-05-28,29,35
2021-05-29,18,31
2021-05-30,12,35
2021-05-31,24,30
2021-06-01,27,34
2021-06-02,12,42
2021-06-03,20,35
2021-06-04,16,26
2021-06-05,18,32
2021-06-06,14,32
2021-06-07,15,23
2021-06-08,20,11
2021-06-09,8,30
2021-06-10,19,26
2021-06-11,13,27
2021-06-12,16,21
2021-06-13,13,14
2021-06-14,10,16
2021-06-15,16,24
2021-06-16,9,29
2021-06-17,14,26
2021-06-18,11,29
2021-06-19,8,21
2021-06-20,9,22
2021-06-21,7,21
2021-06-22,5,20
2021-06-23,7,18
2021-06-24,9,15
2021-06-25,10,14
2021-06-26,13,12
2021-06-27,10,21
2021-06-28,13,12
2021-06-29,11,18
2021-06-30,9,13
2021-07-01,7,11
2021-07-02,7,16
2021-07-03,9,12
2021-07-04,9,14
2021-07-05,10,15
2021-07-06,7,11
2021-07-07,4,17
2021-07-08,8,14
2021-07-09,10,12
2021-07-10,4,12
2021-07-11,8,9
2021-07-12,9,11
2021-07-13,9,10
2021-07-14,4,8
2021-07-15,4,9
2021-07-16,8,12
2021-07-17,4,14
2021-07-18,4,6
2021-07-19,5,9
2021-07-20,5,7
2021-07-21,5,10
2021-07-22,2,9
2021-07-23,3,6
2021-07-24,5,15
2021-07-25,5,8
2021-07-26,7,9
2021-07-27,3,10
2021-07-28,1,8
2021-07-29,1,7
2021-07-30,2,6
2021-07-31,3,13
2021-08-01,5,2
2021-08-02,8,8
2021-08-03,2,9
2021-08-04,1,5
2021-08-05,4,6
2021-08-06,7,3
2021-08-07,4,3
2021-08-08,7,11
2021-08-09,3,3
2021-08-10,5,7
2021-08-11,2,9
2021-08-12,4,5
2021-08-13,6,6
2021-08-14,7,7
2021-08-15,2,12
2021-08-16,6,5
2021-08-17,4,8
2021-08-18,1,8
2021-08-19,3,7
2021-08-20,5,4
2021-08-21,0,11
2021-08-22,5,4
2021-08-23,4,1
2021-08-24,2,5
2021-08-25,4,5
2021-08-26,3,6
2021-08-27,5,3
2021-08-28,2,7
2021-08-29,3,12
2021-08-30,2,1
2021-08-31,2,6
2021-09-01,4,2
2021-09-02,4,4
2021-09-03,3,3
2021-09-04,2,3
2021-09-05,7,4
2021-09-06,2,5
2021-09-07,1,1
2021-09-08,0,4
2021-09-09,4,6
2021-09-10,4,5
2021-09-11,0,4
2021-09-12,4,4
2021-09-13,3,5
2021-09-14,3,6
2021-09-15,4,4
2021-09-16,1,3
2021-09-17,2,2
2021-09-18,4,3
2021-09-19,7,3
2021-09-20,6,3
2021-09-21,2,4
2021-09-22,4,3
2021-09-23,3,3
2021-09-24,4,2
2021-09-25,3,0
2021-09-26,2,5
2021-09-27,2,2
2021-09-28,5,7
2021-09-29,0,6
2021-09-30,3,4
2021-10-01,3,4
2021-10-02,2,3
2021-10-03,2,6
2021-10-04,4,2
2021-10-05,2,9
2021-10-06,4,6
2021-10-07,5,3
2021-10-08,2,0
2021-10-09,4,5
2021-10-10,5,4
2021-10-11,3,6
2021-10-12,2,2
2021-10-13,4,2
2021-10-14,3,5
2021-10-15,3,7
2021-10-16,4,6
2021-10-17,1,5
2021-10-18,5,8
2021-10-19,1,4
2021-10-20,3,7
2021-10-21,1,5
2021-10-22,3,12
2021-10-23,0,4
2021-10-24,6,4
2021-10-25,2,3
2021-10-26,4,7
2021-10-27,1,4
2021-10-28,3,1
2021-10-29,3,5
2021-10-30,2,5
2021-10-31,4,8
2021-11-01,3,6
2021-11-02,5,4
2021-11-03,4,5
2021-11-04,5,0
2021-11-05,6,2
2021-11-06,2,6
2021-11-07,7,1
2021-11-08,2,4
2021-11-09,3,2
2021-11-10,2,2
2021-11-11,3,2
2021-11-12,2,3
2021-11-13,6,4
2021-11-14,3,5
2021-11-15,5,3
2021-11-16,0,1
2021-11-17,2,4
2021-11-18,2,5
2021-11-19,5,2
2021-11-20,3,3
2021-11-21,4,6
2021-11-22,7,3
2021-11-23,3,6
2021-11-24,1,6
2021-11-25,7,5
2021-11-26,2,6
2021-11-27,5,1
2021-11-28,3,2
2021-11-29,2,7
2021-11-30,3,4
2021-12-01,3,12
2021-12-02,1,6
2021-12-03,3,6
2021-12-04,1,4
2021-12-05,5,6
2021-12-06,0,2
2021-12-07,2,7
2021-12-08,7,5
2021-12-09,3,4
2021-12-10,6,5
2021-12-11,5,8
2021-12-12,7,6
2021-12-13,2,9
2021-12-14,2,8
2021-12-15,6,5
2021-12-16,2,7
2021-12-17,2,5
2021-12-18,3,3
2021-12-19,3,5
2021-12-20,6,4
2021-12-21,2,3
2021-12-22,4,7
2021-12-23,3,3
2021-12-24,1,0
2021-12-25,3,10
2021-12-26,3,6
2021-12-27,2,4
2021-12-28,4,4
2021-12-29,5,5
2021-12-30,2,5
2021-12-31,7,7
2022-01-01,4,3
2022-01-02,4,7
2022-01-03,5,8
2022-01-04,2,3
2022-01-05,6,5
2022-01-06,5,4
2022-01-07,6,6
2022-01-08,5,6
2022-01-09,6,7
2022-01-10,5,5
2022-01-11,8,8
2022-01-12,13,16
2022-01-13,7,6
2022-01-14,11,17
2022-01-15,15,15
2022-01-16,9,14
2022-01-17,14,16
2022-01-18,15,16
2022-01-19,16,21
2022-01-20,17,22
2022-01-21,15,13
2022-01-22,18,16
2022-01-23,14,31
2022-01-24,7,24
2022-01-25,11,30
2022-01-26,18,18
2022-01-27,16,28
2022-01-28,19,20
2022-01-29,12,25
2022-01-30,21,25
2022-01-31,18,24
2022-02-01,7,19
2022-02-02,9,24
2022-02-03,12,17
2022-02-04,19,12
2022-02-05,13,25
2022-02-06,16,23
2022-02-07,12,17
2022-02-08,17,22
2022-02-09,13,14
2022-02-10,12,11
2022-02-11,12,20
2022-02-12,11,5
2022-02-13,10,7
2022-02-14,11,9
2022-02-15,6,9
2022-02-16,5,9
2022-02-17,7,7
2022-02-18,4,13
2022-02-19,7,11
2022-02-20,2,4
2022-02-21,3,5
2022-02-22,6,6
2022-02-23,7,5
2022-02-24,3,7
2022-02-25,4,4
2022-02-26,6,7
2022-02-27,8,9
2022-02-28,4,8
2022-03-01,8,4
2022-03-02,9,2
2022-03-03,5,6
2022-03-04,6,6
2022-03-05,7,3
2022-03-06,7,3
2022-03-07,4,8
2022-03-08,3,4
2022-03-09,3,5
2022-03-10,5,5
2022-03-11,6,6
2022-03-12,5,4
2022-03-13,3,6
2022-03-14,3,4
2022-03-15,0,6
2022-03-16,5,7
2022-03-17,3,7
2022-03-18,3,4
2022-03-19,1,2
2022-03-20,5,1
2022-03-21,4,5
2022-03-22,4,8
2022-03-23,4,1
2022-03-24,3,3
2022-03-25,0,4
2022-03-26,4,5
2022-03-27,4,1
2022-03-28,1,5
2022-03-29,3,1
2022-03-30,2,3
2022-03-31,5,2
2022-04-01,7,1
2022-04-02,3,2
2022-04-03,2,4
2022-04-04,1,2
2022-04-05,1,3
2022-04-06,1,6
2022-04-07,1,4
2022-04-08,5,3
2022-04-09,0,6
2022-04-10,3,0
2022-04-11,0,5
2022-04-12,3,3
2022-04-13,3,1
2022-04-14,2,1
2022-04-15,2,3
2022-04-16,3,1
2022-04-17,1,6
2022-04-18,2,3
2022-04-19,3,2
2022-04-20,2,2
2022-04-21,1,0
2022-04-22,4,4
2022-04-23,2,0
2022-04-24,5,0
2022-04-25,1,0
2022-04-26,2,0
2022-04-27,2,7
2022-04-28,5,4
2022-04-29,2,0
2022-04-30,2,2
2022-05-01,2,3
2022-05-02,5,2
2022-05-03,1,7
2022-05-04,0,1
2022-05-05,1,0
2022-05-06,1,2
2022-05-07,2,3
2022-05-08,3,2
2022-05-09,3,3
2022-05-10,3,5
2022-05-11,0,2
2022-05-12,2,5
2022-05-13,2,0
2022-05-14,2,0
2022-05-15,7,4
2022-05-16,3,2
2022-05-18,0,4
2022-05-19,4,6
2022-05-20,1,4
2022-05-21,0,1
2022-05-22,3,4
2022-05-23,3,2
2022-05-24,0,2
2022-05-25,1,4
2022-05-26,1,3
2022-05-27,0,2
2022-05-28,3,1
2022-05-29,2,0
2022-05-30,2,0
2022-05-31,7,4
2022-06-01,4,5
2022-06-02,1,2
2022-06-03,1,2
2022-06-04,3,2
2022-06-05,1,3
2022-06-06,3,7
2022-06-07,2,1
2022-06-08,6,2
2022-06-09,2,1
2022-06-10,1,2
2022-06-11,2,2
2022-06-12,1,0
2022-06-13,1,4
2022-06-14,1,4
2022-06-15,0,2
2022-06-16,4,3
2022-06-17,1,1
2022-06-18,2,2
2022-06-19,1,2
2022-06-20,2,1
2022-06-21,3,2
2022-06-22,2,2
2022-06-23,1,2
2022-06-24,3,4
2022-06-25,1,2
2022-06-26,0,6
2022-06-27,1,3
2022-06-28,0,1
2022-06-29,0,2
2022-06-30,2,3
2022-07-01,0,1
2022-07-02,4,3
2022-07-03,1,5
2022-07-04,1,4
2022-07-05,2,5
2022-07-06,2,2
2022-07-07,3,3
2022-07-08,6,4
2022-07-09,1,4
2022-07-10,4,2
2022-07-11,4,3
2022-07-12,4,2
2022-07-13,5,1
2022-07-14,4,7
2022-07-15,5,3
2022-07-16,3,4
2022-07-17,1,4
2022-07-18,4,3
2022-07-19,3,4
2022-07-20,4,1
2022-07-21,1,8
2022-07-22,2,3
2022-07-23,2,5
2022-07-24,5,4
2022-07-25,3,6
2022-07-26,3,7
2022-07-27,3,5
2022-07-28,4,7
2022-07-29,3,4
2022-07-30,4,6
2022-07-31,5,3
2022-08-01,2,5
2022-08-02,4,5
2022-08-03,8,8
2022-08-04,3,7
2022-08-05,7,4
2022-08-06,4,5
2022-08-07,7,2
2022-08-08,9,4
2022-08-09,9,3
2022-08-10,8,9
2022-08-11,7,3
2022-08-12,7,7
2022-08-13,3,7
2022-08-14,2,5
2022-08-15,3,3
2022-08-16,4,8
2022-08-17,3,6
2022-08-18,4,4
2022-08-19,3,3
2022-08-20,3,6
2022-08-21,6,6
2022-08-22,3,5
2022-08-23,4,3
2022-08-24,1,1
2022-08-25,3,4
2022-08-26,7,5
2022-08-27,4,5
2022-08-28,1,6
2022-08-29,5,6
2022-08-30,4,1
2022-08-31,5,6
2022-09-01,1,3
2022-09-02,1,2
2022-09-03,2,2
2022-09-04,1,5
2022-09-05,2,6
2022-09-06,4,3
2022-09-07,4,3
2022-09-08,3,5
2022-09-09,2,8
2022-09-10,2,5
2022-09-11,2,3
2022-09-12,4,4
2022-09-13,3,4
2022-09-14,3,6
2022-09-15,2,2
2022-09-16,0,5
2022-09-17,3,4
2022-09-18,4,2
2022-09-19,5,0
2022-09-20,5,6
2022-09-21,2,2
2022-09-22,2,3
2022-09-23,1,5
2022-09-24,1,2
2022-09-25,3,2
2022-09-26,5,2
2022-09-27,5,2
2022-09-28,3,5
2022-09-29,1,4
2022-09-30,1,3
2022-10-01,1,8
2022-10-02,3,3
2022-10-03,2,6
2022-10-04,3,6
2022-10-05,1,2
2022-10-06,4,6
2022-10-07,4,3
2022-10-08,1,5
2022-10-09,1,1
2022-10-10,5,2
2022-10-11,2,3
2022-10-12,2,1
2022-10-13,2,5
2022-10-14,2,1
2022-10-16,1,0
2022-10-17,0,1
2022-10-18,0,1
2022-10-22,0,1
2022-10-24,0,1
2022-10-25,1,0
2022-10-26,2,2
2022-10-27,1,2
2022-10-28,0,2
2022-10-29,1,0
2022-10-30,1,2
2022-10-31,1,3
2022-11-01,1,1
2022-11-02,0,1
2022-11-03,1,0
2022-11-05,1,0
2022-11-07,1,0
2022-11-08,1,3
2022-11-09,1,1
2022-11-10,0,2
2022-11-11,2,1
2022-11-12,1,0
2022-11-13,1,1
2022-11-14,1,0
2022-11-15,1,3
2022-11-16,0,2
2022-11-17,2,1
2022-11-18,1,1
2022-11-19,1,2
2022-11-20,0,1
2022-11-21,0,2
2022-11-22,2,2
2022-11-23,2,1
2022-11-24,2,1
2022-11-25,2,3
2022-11-27,2,5
2022-11-28,1,0
2022-11-29,1,3
2022-11-30,2,1
2022-12-01,1,1
2022-12-02,2,2
2022-12-03,3,0
2022-12-04,1,3
2022-12-05,7,5
2022-12-06,0,1
2022-12-07,1,0
2022-12-08,2,2
2022-12-09,0,2
2022-12-10,0,1
2022-12-11,2,2
2022-12-12,2,3
2022-12-13,3,4
2022-12-14,2,1
2022-12-16,2,0
2022-12-17,1,0
2022-12-18,1,1
2022-12-19,1,2
2022-12-20,1,1
2022-12-21,0,1
2022-12-22,1,0
2022-12-23,0,1
2022-12-24,1,3
2022-12-25,1,3
2022-12-26,0,2
2022-12-27,1,2
2022-12-28,1,2
2022-12-29,0,3
2022-12-30,1,1
2022-12-31,0,1
2023-01-01,2,1
2023-01-02,2,1
2023-01-03,1,5
2023-01-04,2,1
2023-01-05,1,0
2023-01-06,1,2
2023-01-07,0,1
2023-01-08,1,1
2023-01-09,1,4
2023-01-10,2,4
2023-01-11,5,0
2023-01-12,1,1
2023-01-13,4,2
2023-01-14,1,0
2023-01-15,0,2
2023-01-16,1,5
2023-01-17,3,1
2023-01-18,0,1
2023-01-20,1,2
2023-01-23,1,1
2023-01-24,1,3
2023-01-25,3,0
2023-01-26,2,0
2023-01-27,1,6
2023-01-28,0,1
2023-01-29,1,1
2023-01-30,1,0
2023-01-31,0,1
2023-02-01,5,1
2023-02-02,1,0
2023-02-03,3,1
2023-02-04,0,2
2023-02-05,3,1
2023-02-06,1,3
2023-02-07,0,1
2023-02-08,3,2
2023-02-10,2,2
2023-02-11,1,1
2023-02-12,1,3
2023-02-13,4,1
2023-02-14,1,3
2023-02-15,2,2
2023-02-17,2,0
2023-02-18,2,1
2023-02-19,1,2
2023-02-20,1,2
2023-02-22,0,2
2023-02-23,2,2
2023-02-24,2,1
2023-02-25,2,2
2023-02-26,2,3
2023-02-27,2,1
2023-02-28,3,0
2023-03-01,1,1
2023-03-02,0,2
2023-03-03,3,2
2023-03-04,2,0
2023-03-06,1,1
2023-03-07,2,2
2023-03-08,2,1
2023-03-09,1,1
2023-03-10,4,3
2023-03-11,1,2
2023-03-12,2,0
2023-03-13,2,2
2023-03-14,1,2
2023-03-15,1,1
2023-03-16,0,3
2023-03-17,4,0
2023-03-18,0,2
2023-03-19,6,2
2023-03-20,2,1
2023-03-21,3,0
2023-03-23,3,1
2023-03-24,3,1
2023-03-25,2,0
2023-03-26,1,0
2023-03-27,1,1
2023-03-29,3,2
2023-03-30,3,1
2023-03-31,0,1
2023-04-01,0,1
2023-04-02,4,0
2023-04-03,1,1
2023-04-04,2,0
2023-04-05,0,3
2023-04-06,0,1
2023-04-07,0,1
2023-04-08,1,4
2023-04-09,1,4
2023-04-10,4,2
2023-04-11,4,4
2023-04-12,1,2
2023-04-13,0,2
2023-04-14,2,1
2023-04-15,1,0
2023-04-16,3,1
2023-04-17,1,0
2023-04-18,3,3
2023-04-19,2,4
2023-04-20,0,2
2023-04-21,0,1
2023-04-22,1,2
2023-04-23,1,0
2023-04-24,3,1
2023-04-26,6,4
2023-04-27,1,1
2023-04-28,1,1
2023-04-29,0,3
2023-04-30,4,3
2023-05-01,2,2
2023-05-02,0,1
2023-05-03,3,2
2023-05-04,2,1
2023-05-05,4,0
2023-05-07,2,3
2023-05-08,3,3
2023-05-09,0,2
2023-05-10,4,2
2023-05-11,1,2
2023-05-12,4,3
2023-05-13,4,2
2023-05-14,2,0
2023-05-15,0,1
2023-05-16,1,2
2023-05-17,0,3
2023-05-18,1,1
2023-05-19,2,0
2023-05-20,1,3
2023-05-21,1,2
2023-05-22,0,1
2023-05-23,1,3
2023-05-24,4,2
2023-05-25,2,0
2023-05-27,2,1
2023-05-28,2,0
2023-05-29,3,1
2023-05-30,1,1
2023-05-31,2,1
2023-06-01,1,0
2023-06-02,3,2
2023-06-03,2,1
2023-06-04,3,1
2023-06-05,0,2
2023-06-06,1,0
2023-06-07,2,2
2023-06-08,1,0
2023-06-09,0,2
2023-06-10,1,3
2023-06-11,2,3
2023-06-12,0,1
2023-06-14,1,2
2023-06-15,0,2
2023-06-16,1,2
2023-06-17,3,3
2023-06-18,2,2
2023-06-19,1,1
2023-06-20,2,1
2023-06-21,2,7
2023-06-22,1,2
2023-06-23,0,1
2023-06-24,1,5
2023-06-25,4,0
2023-06-26,1,0
2023-06-27,3,1
2023-06-28,1,0
2023-06-29,1,3
2023-06-30,2,3
2023-07-01,1,2
2023-07-02,1,1
2023-07-03,0,1
2023-07-04,2,1
2023-07-05,3,5
2023-07-06,0,2
2023-07-07,2,0
2023-07-08,2,2
2023-07-09,1,1
2023-07-10,0,2
2023-07-11,2,3
2023-07-12,0,2
2023-07-13,2,1
2023-07-14,2,1
2023-07-15,1,0
2023-07-16,0,1
2023-07-17,2,1
2023-07-18,2,1
2023-07-19,0,1
2023-07-20,1,0
2023-07-22,2,3
2023-07-23,0,2
2023-07-24,0,1
2023-07-25,0,1
2023-07-26,0,2
2023-07-27,0,2
2023-07-28,1,3
2023-07-29,1,2
2023-07-30,2,2
2023-07-31,2,1
2023-08-01,1,0
2023-08-02,1,0
2023-08-03,5,3
2023-08-04,0,2
2023-08-05,3,4
2023-08-06,2,0
2023-08-10,2,2
2023-08-11,3,2
2023-08-12,1,2
2023-08-13,2,3
2023-08-14,1,0
2023-08-17,1,3
2023-08-18,1,1
2023-08-19,0,1
2023-08-20,2,3
2023-08-21,0,1
2023-08-24,2,2
2023-08-25,1,1
2023-08-26,5,3
2023-08-27,3,0
2023-08-28,4,1
2023-08-29,0,1
2023-08-31,2,0
2023-09-01,0,4
2023-09-02,0,3
2023-09-03,3,1
2023-09-10,0,1
2023-09-12,1,0
2023-09-21,1,0
2023-09-30,1,0
2023-10-04,0,1
2023-10-06,0,1
2023-10-08,1,0
2023-10-10,1,0
2023-10-16,0,1
2023-10-25,1,0
2023-10-31,2,0
2023-11-01,1,0
2023-11-03,0,1
2023-11-07,0,1
2023-11-09,1,1
2023-11-16,0,1
2023-11-23,0,1
2023-12-01,0,1
2023-12-12,0,1
2023-12-13,1,1
2023-12-24,1,0
2023-12-25,1,0
2023-12-26,1,0
2024-01-02,3,0
2024-01-03,2,0
2024-01-04,1,1
2024-01-05,1,0
2024-01-06,1,0
2024-01-07,2,1
2024-01-08,0,4
2024-01-10,1,1
2024-01-11,2,1
2024-01-12,1,1
2024-01-13,0,1
